Driver,Team,LapTime,Compound,TyreLife,FreshTyre,Stint,TrackStatus,Sector1Time,Sector2Time,Sector3Time,Deleted,LapTime_sec,Sector1Time_sec,Sector2Time_sec,Sector3Time_sec,Position,GridPosition,GP,Year
BOT,Alfa Romeo,0 days 00:01:29.668000,SOFT,4.0,True,4.0,1,0 days 00:00:32.591000,0 days 00:00:28.533000,0 days 00:00:28.544000,False,89.668,32.591,28.533,28.544,18.0,14.0,Saudi Arabian Grand Prix,2023
DEV,AlphaTauri,0 days 00:01:30.244000,SOFT,4.0,True,3.0,1,0 days 00:00:32.774000,0 days 00:00:28.451000,0 days 00:00:29.019000,False,90.244,32.774,28.451,29.019,14.0,18.0,Saudi Arabian Grand Prix,2023
GAS,Alpine,0 days 00:01:29.357000,SOFT,3.0,True,5.0,1,0 days 00:00:32.403000,0 days 00:00:28.357000,0 days 00:00:28.597000,False,89.357,32.403,28.357,28.597,9.0,9.0,Saudi Arabian Grand Prix,2023
HAM,Mercedes,0 days 00:01:29.223000,SOFT,2.0,True,5.0,1,0 days 00:00:32.468000,0 days 00:00:28.203000,0 days 00:00:28.552000,False,89.223,32.468,28.203,28.552,5.0,7.0,Saudi Arabian Grand Prix,2023
HUL,Haas F1 Team,0 days 00:01:29.451000,SOFT,3.0,True,4.0,1,0 days 00:00:32.657000,0 days 00:00:28.239000,0 days 00:00:28.555000,False,89.451,32.657,28.239,28.555,12.0,10.0,Saudi Arabian Grand Prix,2023
LEC,Ferrari,0 days 00:01:28.420000,SOFT,2.0,True,4.0,1,0 days 00:00:32.154000,0 days 00:00:28.027000,0 days 00:00:28.239000,False,88.42,32.154,28.027,28.239,7.0,12.0,Saudi Arabian Grand Prix,2023
MAG,Haas F1 Team,0 days 00:01:29.517000,SOFT,3.0,True,4.0,1,0 days 00:00:32.601000,0 days 00:00:28.364000,0 days 00:00:28.552000,True,89.517,32.601,28.364,28.552,10.0,13.0,Saudi Arabian Grand Prix,2023
NOR,McLaren,0 days 00:01:30.447000,SOFT,2.0,True,1.0,1,0 days 00:00:32.845000,0 days 00:00:28.718000,0 days 00:00:28.884000,False,90.447,32.845,28.718,28.884,17.0,19.0,Saudi Arabian Grand Prix,2023
OCO,Alpine,0 days 00:01:29.078000,SOFT,3.0,True,5.0,1,0 days 00:00:32.301000,0 days 00:00:28.300000,0 days 00:00:28.477000,False,89.078,32.301,28.3,28.477,8.0,6.0,Saudi Arabian Grand Prix,2023
PER,Red Bull Racing,0 days 00:01:28.265000,SOFT,2.0,True,5.0,1,0 days 00:00:32.139000,0 days 00:00:27.982000,0 days 00:00:28.144000,False,88.265,32.139,27.982,28.144,1.0,1.0,Saudi Arabian Grand Prix,2023
PIA,McLaren,0 days 00:01:29.243000,SOFT,4.0,True,5.0,1,0 days 00:00:32.426000,0 days 00:00:28.272000,0 days 00:00:28.545000,False,89.243,32.426,28.272,28.545,15.0,8.0,Saudi Arabian Grand Prix,2023
RUS,Mercedes,0 days 00:01:28.857000,SOFT,2.0,True,6.0,1,0 days 00:00:32.231000,0 days 00:00:28.161000,0 days 00:00:28.465000,False,88.857,32.231,28.161,28.465,4.0,3.0,Saudi Arabian Grand Prix,2023
SAI,Ferrari,0 days 00:01:28.931000,SOFT,3.0,True,5.0,1,0 days 00:00:32.552000,0 days 00:00:28.125000,0 days 00:00:28.254000,False,88.931,32.552,28.125,28.254,6.0,4.0,Saudi Arabian Grand Prix,2023
SAR,Williams,0 days 00:01:29.721000,SOFT,2.0,True,1.0,1,0 days 00:00:32.779000,0 days 00:00:28.335000,0 days 00:00:28.607000,True,89.721,32.779,28.335,28.607,16.0,20.0,Saudi Arabian Grand Prix,2023
STR,Aston Martin,0 days 00:01:28.945000,SOFT,4.0,True,4.0,1,0 days 00:00:32.068000,0 days 00:00:28.137000,0 days 00:00:28.740000,False,88.945,32.068,28.137,28.74,20.0,5.0,Saudi Arabian Grand Prix,2023
TSU,AlphaTauri,0 days 00:01:29.939000,SOFT,4.0,True,2.0,1,0 days 00:00:32.665000,0 days 00:00:28.598000,0 days 00:00:28.676000,False,89.939,32.665,28.598,28.676,11.0,16.0,Saudi Arabian Grand Prix,2023
VER,Red Bull Racing,0 days 00:01:28.761000,SOFT,2.0,True,1.0,1,0 days 00:00:32.268000,0 days 00:00:28.188000,0 days 00:00:28.305000,False,88.761,32.268,28.188,28.305,2.0,15.0,Saudi Arabian Grand Prix,2023
ZHO,Alfa Romeo,0 days 00:01:29.461000,SOFT,4.0,True,4.0,1,0 days 00:00:32.628000,0 days 00:00:28.302000,0 days 00:00:28.531000,False,89.461,32.628,28.302,28.531,13.0,11.0,Saudi Arabian Grand Prix,2023
ALB,Williams,0 days 00:01:17.609000,SOFT,5.0,True,5.0,1,0 days 00:00:26.959000,0 days 00:00:17.459000,0 days 00:00:33.191000,False,77.609,26.959,17.459,33.191,19.0,8.0,Australian Grand Prix,2023
ALO,Aston Martin,0 days 00:01:17.139000,SOFT,3.0,True,5.0,1,0 days 00:00:26.648000,0 days 00:00:17.563000,0 days 00:00:32.928000,False,77.139,26.648,17.563,32.928,3.0,4.0,Australian Grand Prix,2023
BOT,Alfa Romeo,0 days 00:01:18.714000,SOFT,7.0,True,2.0,1,0 days 00:00:27.133000,0 days 00:00:17.961000,0 days 00:00:33.620000,False,78.714,27.133,17.961,33.62,11.0,19.0,Australian Grand Prix,2023
DEV,AlphaTauri,0 days 00:01:18.335000,SOFT,2.0,True,4.0,1,0 days 00:00:27.215000,0 days 00:00:17.843000,0 days 00:00:33.277000,False,78.335,27.215,17.843,33.277,15.0,15.0,Australian Grand Prix,2023
GAS,Alpine,0 days 00:01:17.574000,SOFT,7.0,True,3.0,1,0 days 00:00:26.963000,0 days 00:00:17.471000,0 days 00:00:33.140000,False,77.574,26.963,17.471,33.14,13.0,9.0,Australian Grand Prix,2023
HAM,Mercedes,0 days 00:01:17.104000,SOFT,3.0,True,5.0,1,0 days 00:00:26.748000,0 days 00:00:17.519000,0 days 00:00:32.837000,False,77.104,26.748,17.519,32.837,2.0,3.0,Australian Grand Prix,2023
HUL,Haas F1 Team,0 days 00:01:17.412000,SOFT,3.0,True,4.0,1,0 days 00:00:26.937000,0 days 00:00:17.643000,0 days 00:00:32.832000,False,77.412,26.937,17.643,32.832,7.0,10.0,Australian Grand Prix,2023
LEC,Ferrari,0 days 00:01:17.369000,SOFT,2.0,True,6.0,1,0 days 00:00:26.851000,0 days 00:00:17.659000,0 days 00:00:32.859000,False,77.369,26.851,17.659,32.859,20.0,7.0,Australian Grand Prix,2023
MAG,Haas F1 Team,0 days 00:01:18.129000,SOFT,3.0,True,4.0,1,0 days 00:00:26.959000,0 days 00:00:17.743000,0 days 00:00:33.427000,False,78.129,26.959,17.743,33.427,17.0,14.0,Australian Grand Prix,2023
NOR,McLaren,0 days 00:01:18.119000,SOFT,6.0,True,4.0,1,0 days 00:00:27.110000,0 days 00:00:17.716000,0 days 00:00:33.293000,False,78.119,27.11,17.716,33.293,6.0,13.0,Australian Grand Prix,2023
OCO,Alpine,0 days 00:01:17.768000,SOFT,5.0,True,3.0,1,0 days 00:00:26.987000,0 days 00:00:17.678000,0 days 00:00:33.103000,False,77.768,26.987,17.678,33.103,14.0,11.0,Australian Grand Prix,2023
PIA,McLaren,0 days 00:01:18.517000,SOFT,7.0,True,2.0,1,0 days 00:00:27.289000,0 days 00:00:17.865000,0 days 00:00:33.363000,False,78.517,27.289,17.865,33.363,8.0,16.0,Australian Grand Prix,2023
RUS,Mercedes,0 days 00:01:16.968000,SOFT,3.0,True,5.0,1,0 days 00:00:26.638000,0 days 00:00:17.463000,0 days 00:00:32.867000,False,76.968,26.638,17.463,32.867,18.0,2.0,Australian Grand Prix,2023
SAI,Ferrari,0 days 00:01:17.270000,SOFT,3.0,True,6.0,1,0 days 00:00:26.959000,0 days 00:00:17.553000,0 days 00:00:32.758000,False,77.27,26.959,17.553,32.758,12.0,5.0,Australian Grand Prix,2023
SAR,Williams,0 days 00:01:18.557000,SOFT,5.0,True,3.0,1,0 days 00:00:27.329000,0 days 00:00:17.552000,0 days 00:00:33.676000,False,78.557,27.329,17.552,33.676,16.0,18.0,Australian Grand Prix,2023
STR,Aston Martin,0 days 00:01:17.308000,SOFT,5.0,True,5.0,1,0 days 00:00:26.846000,0 days 00:00:17.601000,0 days 00:00:32.861000,False,77.308,26.846,17.601,32.861,4.0,6.0,Australian Grand Prix,2023
TSU,AlphaTauri,0 days 00:01:18.099000,SOFT,3.0,True,4.0,1,0 days 00:00:26.996000,0 days 00:00:17.860000,0 days 00:00:33.243000,False,78.099,26.996,17.86,33.243,10.0,12.0,Australian Grand Prix,2023
VER,Red Bull Racing,0 days 00:01:16.732000,SOFT,2.0,True,6.0,1,0 days 00:00:26.574000,0 days 00:00:17.456000,0 days 00:00:32.702000,False,76.732,26.574,17.456,32.702,1.0,1.0,Australian Grand Prix,2023
ZHO,Alfa Romeo,0 days 00:01:18.540000,SOFT,5.0,True,2.0,1,0 days 00:00:27.348000,0 days 00:00:17.828000,0 days 00:00:33.364000,False,78.54,27.348,17.828,33.364,9.0,17.0,Australian Grand Prix,2023
ALB,Williams,0 days 00:01:41.818000,SOFT,4.0,True,5.0,1,0 days 00:00:35.854000,0 days 00:00:40.976000,0 days 00:00:24.988000,False,101.818,35.854,40.976,24.988,12.0,12.0,Azerbaijan Grand Prix,2023
ALO,Aston Martin,0 days 00:01:41.253000,SOFT,2.0,True,7.0,1,0 days 00:00:35.727000,0 days 00:00:40.757000,0 days 00:00:24.769000,False,101.253,35.727,40.757,24.769,4.0,6.0,Azerbaijan Grand Prix,2023
BOT,Alfa Romeo,0 days 00:01:42.259000,SOFT,2.0,True,5.0,1,0 days 00:00:35.918000,0 days 00:00:41.257000,0 days 00:00:25.084000,False,102.259,35.918,41.257,25.084,18.0,13.0,Azerbaijan Grand Prix,2023
GAS,Alpine,0 days 00:01:44.853000,SOFT,2.0,True,1.0,1,0 days 00:00:37.311000,0 days 00:00:42.427000,0 days 00:00:25.115000,False,104.853,37.311,42.427,25.115,14.0,17.0,Azerbaijan Grand Prix,2023
HAM,Mercedes,0 days 00:01:41.177000,SOFT,2.0,True,6.0,1,0 days 00:00:35.702000,0 days 00:00:40.708000,0 days 00:00:24.767000,False,101.177,35.702,40.708,24.767,6.0,5.0,Azerbaijan Grand Prix,2023
HUL,Haas F1 Team,0 days 00:01:42.755000,SOFT,4.0,True,2.0,1,0 days 00:00:36.636000,0 days 00:00:41.152000,0 days 00:00:24.967000,False,102.755,36.636,41.152,24.967,17.0,20.0,Azerbaijan Grand Prix,2023
LEC,Ferrari,0 days 00:01:40.203000,SOFT,2.0,True,6.0,1,0 days 00:00:35.224000,0 days 00:00:40.191000,0 days 00:00:24.788000,False,100.203,35.224,40.191,24.788,3.0,1.0,Azerbaijan Grand Prix,2023
MAG,Haas F1 Team,0 days 00:01:43.417000,SOFT,4.0,True,1.0,12,0 days 00:00:36.390000,0 days 00:00:41.541000,0 days 00:00:25.486000,False,103.417,36.39,41.541,25.486,13.0,16.0,Azerbaijan Grand Prix,2023
NOR,McLaren,0 days 00:01:41.281000,SOFT,2.0,True,6.0,1,0 days 00:00:35.461000,0 days 00:00:40.735000,0 days 00:00:25.085000,False,101.281,35.461,40.735,25.085,9.0,7.0,Azerbaijan Grand Prix,2023
OCO,Alpine,0 days 00:01:41.798000,SOFT,2.0,True,5.0,1,0 days 00:00:35.700000,0 days 00:00:41.037000,0 days 00:00:25.061000,False,101.798,35.7,41.037,25.061,15.0,19.0,Azerbaijan Grand Prix,2023
PER,Red Bull Racing,0 days 00:01:40.495000,SOFT,2.0,True,7.0,1,0 days 00:00:35.177000,0 days 00:00:40.554000,0 days 00:00:24.764000,False,100.495,35.177,40.554,24.764,1.0,3.0,Azerbaijan Grand Prix,2023
PIA,McLaren,0 days 00:01:41.611000,SOFT,6.0,False,6.0,1,0 days 00:00:35.737000,0 days 00:00:40.903000,0 days 00:00:24.971000,False,101.611,35.737,40.903,24.971,11.0,10.0,Azerbaijan Grand Prix,2023
RUS,Mercedes,0 days 00:01:41.654000,SOFT,2.0,True,5.0,1,0 days 00:00:35.794000,0 days 00:00:40.933000,0 days 00:00:24.927000,False,101.654,35.794,40.933,24.927,8.0,11.0,Azerbaijan Grand Prix,2023
SAI,Ferrari,0 days 00:01:41.016000,SOFT,2.0,True,6.0,1,0 days 00:00:35.512000,0 days 00:00:40.689000,0 days 00:00:24.815000,False,101.016,35.512,40.689,24.815,5.0,4.0,Azerbaijan Grand Prix,2023
SAR,Williams,0 days 00:01:42.242000,SOFT,4.0,True,3.0,1,0 days 00:00:35.885000,0 days 00:00:41.532000,0 days 00:00:24.825000,False,102.242,35.885,41.532,24.825,16.0,14.0,Azerbaijan Grand Prix,2023
STR,Aston Martin,0 days 00:01:41.576000,SOFT,6.0,False,4.0,1,0 days 00:00:35.838000,0 days 00:00:40.829000,0 days 00:00:24.909000,False,101.576,35.838,40.829,24.909,7.0,9.0,Azerbaijan Grand Prix,2023
TSU,AlphaTauri,0 days 00:01:41.569000,SOFT,2.0,True,4.0,1,0 days 00:00:35.780000,0 days 00:00:40.906000,0 days 00:00:24.883000,False,101.569,35.78,40.906,24.883,10.0,8.0,Azerbaijan Grand Prix,2023
VER,Red Bull Racing,0 days 00:01:40.391000,SOFT,2.0,True,7.0,1,0 days 00:00:35.277000,0 days 00:00:40.447000,0 days 00:00:24.667000,False,100.391,35.277,40.447,24.667,2.0,2.0,Azerbaijan Grand Prix,2023
ZHO,Alfa Romeo,0 days 00:01:42.642000,SOFT,4.0,True,3.0,1,0 days 00:00:36.052000,0 days 00:00:41.578000,0 days 00:00:25.012000,False,102.642,36.052,41.578,25.012,19.0,15.0,Azerbaijan Grand Prix,2023
ALB,Williams,0 days 00:01:27.795000,SOFT,2.0,True,3.0,1,0 days 00:00:29.414000,0 days 00:00:33.399000,0 days 00:00:24.982000,False,87.795,29.414,33.399,24.982,14.0,11.0,Miami Grand Prix,2023
ALO,Aston Martin,0 days 00:01:27.097000,SOFT,2.0,True,3.0,1,0 days 00:00:29.216000,0 days 00:00:33.125000,0 days 00:00:24.756000,False,87.097,29.216,33.125,24.756,3.0,2.0,Miami Grand Prix,2023
BOT,Alfa Romeo,0 days 00:01:27.564000,SOFT,2.0,True,3.0,1,0 days 00:00:29.166000,0 days 00:00:33.347000,0 days 00:00:25.051000,False,87.564,29.166,33.347,25.051,13.0,10.0,Miami Grand Prix,2023
DEV,AlphaTauri,0 days 00:01:28.325000,SOFT,2.0,True,2.0,1,0 days 00:00:29.529000,0 days 00:00:33.683000,0 days 00:00:25.113000,False,88.325,29.529,33.683,25.113,18.0,15.0,Miami Grand Prix,2023
GAS,Alpine,0 days 00:01:27.612000,SOFT,2.0,True,4.0,1,0 days 00:00:29.325000,0 days 00:00:33.305000,0 days 00:00:24.982000,False,87.612,29.325,33.305,24.982,8.0,5.0,Miami Grand Prix,2023
HAM,Mercedes,0 days 00:01:27.846000,SOFT,2.0,True,3.0,1,0 days 00:00:29.396000,0 days 00:00:33.363000,0 days 00:00:25.087000,False,87.846,29.396,33.363,25.087,6.0,13.0,Miami Grand Prix,2023
HUL,Haas F1 Team,0 days 00:01:27.903000,SOFT,7.0,False,3.0,1,0 days 00:00:29.653000,0 days 00:00:33.348000,0 days 00:00:24.902000,False,87.903,29.653,33.348,24.902,15.0,12.0,Miami Grand Prix,2023
LEC,Ferrari,0 days 00:01:26.964000,SOFT,5.0,True,2.0,1,0 days 00:00:29.245000,0 days 00:00:32.935000,0 days 00:00:24.784000,False,86.964,29.245,32.935,24.784,7.0,7.0,Miami Grand Prix,2023
MAG,Haas F1 Team,0 days 00:01:27.673000,SOFT,2.0,True,4.0,1,0 days 00:00:29.338000,0 days 00:00:33.268000,0 days 00:00:25.067000,False,87.673,29.338,33.268,25.067,10.0,4.0,Miami Grand Prix,2023
NOR,McLaren,0 days 00:01:28.394000,SOFT,2.0,True,2.0,1,0 days 00:00:29.471000,0 days 00:00:33.652000,0 days 00:00:25.271000,False,88.394,29.471,33.652,25.271,17.0,16.0,Miami Grand Prix,2023
OCO,Alpine,0 days 00:01:27.444000,SOFT,2.0,True,4.0,1,0 days 00:00:29.288000,0 days 00:00:33.193000,0 days 00:00:24.963000,False,87.444,29.288,33.193,24.963,9.0,8.0,Miami Grand Prix,2023
PER,Red Bull Racing,0 days 00:01:26.841000,SOFT,2.0,True,5.0,1,0 days 00:00:28.942000,0 days 00:00:33.049000,0 days 00:00:24.850000,False,86.841,28.942,33.049,24.85,2.0,1.0,Miami Grand Prix,2023
PIA,McLaren,0 days 00:01:28.484000,SOFT,2.0,True,2.0,1,0 days 00:00:29.756000,0 days 00:00:33.681000,0 days 00:00:25.047000,False,88.484,29.756,33.681,25.047,19.0,19.0,Miami Grand Prix,2023
RUS,Mercedes,0 days 00:01:27.743000,SOFT,2.0,True,4.0,1,0 days 00:00:29.439000,0 days 00:00:33.165000,0 days 00:00:25.139000,False,87.743,29.439,33.165,25.139,4.0,6.0,Miami Grand Prix,2023
SAI,Ferrari,0 days 00:01:27.148000,SOFT,2.0,True,2.0,1,0 days 00:00:29.123000,0 days 00:00:33.113000,0 days 00:00:24.912000,False,87.148,29.123,33.113,24.912,5.0,3.0,Miami Grand Prix,2023
SAR,Williams,0 days 00:01:28.577000,SOFT,4.0,True,2.0,1,0 days 00:00:29.832000,0 days 00:00:33.759000,0 days 00:00:24.986000,False,88.577,29.832,33.759,24.986,20.0,20.0,Miami Grand Prix,2023
STR,Aston Martin,0 days 00:01:28.476000,SOFT,7.0,True,1.0,1,0 days 00:00:29.768000,0 days 00:00:33.756000,0 days 00:00:24.952000,False,88.476,29.768,33.756,24.952,12.0,18.0,Miami Grand Prix,2023
TSU,AlphaTauri,0 days 00:01:28.429000,SOFT,4.0,True,2.0,1,0 days 00:00:29.609000,0 days 00:00:33.691000,0 days 00:00:25.129000,False,88.429,29.609,33.691,25.129,11.0,17.0,Miami Grand Prix,2023
VER,Red Bull Racing,0 days 00:01:26.814000,SOFT,5.0,False,3.0,1,0 days 00:00:29.073000,0 days 00:00:32.956000,0 days 00:00:24.785000,False,86.814,29.073,32.956,24.785,1.0,9.0,Miami Grand Prix,2023
ZHO,Alfa Romeo,0 days 00:01:28.091000,SOFT,2.0,True,4.0,1,0 days 00:00:29.408000,0 days 00:00:33.521000,0 days 00:00:25.162000,False,88.091,29.408,33.521,25.162,16.0,14.0,Miami Grand Prix,2023
ALB,Williams,0 days 00:01:14.063000,SOFT,2.0,True,3.0,1,0 days 00:00:22.047000,0 days 00:00:29.815000,0 days 00:00:22.201000,False,74.063,22.047,29.815,22.201,16.0,18.0,Spanish Grand Prix,2023
ALO,Aston Martin,0 days 00:01:13.098000,SOFT,2.0,True,5.0,1,0 days 00:00:21.935000,0 days 00:00:29.468000,0 days 00:00:21.695000,False,73.098,21.935,29.468,21.695,7.0,8.0,Spanish Grand Prix,2023
BOT,Alfa Romeo,0 days 00:01:13.977000,SOFT,2.0,True,3.0,1,0 days 00:00:22.060000,0 days 00:00:29.679000,0 days 00:00:22.238000,False,73.977,22.06,29.679,22.238,19.0,16.0,Spanish Grand Prix,2023
DEV,AlphaTauri,0 days 00:01:13.581000,SOFT,2.0,True,4.0,1,0 days 00:00:21.886000,0 days 00:00:29.501000,0 days 00:00:22.194000,False,73.581,21.886,29.501,22.194,14.0,14.0,Spanish Grand Prix,2023
GAS,Alpine,0 days 00:01:12.816000,SOFT,2.0,True,7.0,1,0 days 00:00:21.748000,0 days 00:00:29.211000,0 days 00:00:21.857000,False,72.816,21.748,29.211,21.857,10.0,10.0,Spanish Grand Prix,2023
HAM,Mercedes,0 days 00:01:12.818000,SOFT,2.0,True,7.0,1,0 days 00:00:21.805000,0 days 00:00:29.154000,0 days 00:00:21.859000,False,72.818,21.805,29.154,21.859,2.0,4.0,Spanish Grand Prix,2023
HUL,Haas F1 Team,0 days 00:01:13.229000,SOFT,2.0,True,6.0,1,0 days 00:00:21.790000,0 days 00:00:29.484000,0 days 00:00:21.955000,False,73.229,21.79,29.484,21.955,15.0,7.0,Spanish Grand Prix,2023
LEC,Ferrari,0 days 00:01:14.079000,SOFT,2.0,True,3.0,1,0 days 00:00:21.962000,0 days 00:00:29.746000,0 days 00:00:22.371000,False,74.079,21.962,29.746,22.371,11.0,19.0,Spanish Grand Prix,2023
MAG,Haas F1 Team,0 days 00:01:14.042000,SOFT,2.0,True,3.0,1,0 days 00:00:21.968000,0 days 00:00:29.732000,0 days 00:00:22.342000,False,74.042,21.968,29.732,22.342,18.0,17.0,Spanish Grand Prix,2023
NOR,McLaren,0 days 00:01:12.776000,SOFT,2.0,True,5.0,1,0 days 00:00:21.827000,0 days 00:00:29.305000,0 days 00:00:21.644000,False,72.776,21.827,29.305,21.644,17.0,3.0,Spanish Grand Prix,2023
OCO,Alpine,0 days 00:01:13.001000,SOFT,2.0,True,5.0,1,0 days 00:00:21.737000,0 days 00:00:29.355000,0 days 00:00:21.909000,False,73.001,21.737,29.355,21.909,8.0,6.0,Spanish Grand Prix,2023
PER,Red Bull Racing,0 days 00:01:13.334000,SOFT,3.0,True,5.0,1,0 days 00:00:21.788000,0 days 00:00:29.627000,0 days 00:00:21.919000,False,73.334,21.788,29.627,21.919,4.0,11.0,Spanish Grand Prix,2023
PIA,McLaren,0 days 00:01:13.059000,SOFT,2.0,True,5.0,1,0 days 00:00:21.828000,0 days 00:00:29.427000,0 days 00:00:21.804000,False,73.059,21.828,29.427,21.804,13.0,9.0,Spanish Grand Prix,2023
RUS,Mercedes,0 days 00:01:13.326000,SOFT,2.0,True,3.0,1,0 days 00:00:21.647000,0 days 00:00:29.606000,0 days 00:00:22.073000,False,73.326,21.647,29.606,22.073,3.0,12.0,Spanish Grand Prix,2023
SAI,Ferrari,0 days 00:01:12.734000,SOFT,2.0,True,7.0,1,0 days 00:00:21.696000,0 days 00:00:29.257000,0 days 00:00:21.781000,False,72.734,21.696,29.257,21.781,5.0,2.0,Spanish Grand Prix,2023
SAR,Williams,0 days 00:01:14.699000,SOFT,2.0,True,2.0,1,0 days 00:00:22.193000,0 days 00:00:30.209000,0 days 00:00:22.297000,False,74.699,22.193,30.209,22.297,20.0,20.0,Spanish Grand Prix,2023
STR,Aston Martin,0 days 00:01:12.994000,SOFT,2.0,True,7.0,1,0 days 00:00:21.806000,0 days 00:00:29.262000,0 days 00:00:21.926000,False,72.994,21.806,29.262,21.926,6.0,5.0,Spanish Grand Prix,2023
TSU,AlphaTauri,0 days 00:01:13.316000,SOFT,4.0,False,6.0,1,0 days 00:00:21.830000,0 days 00:00:29.486000,0 days 00:00:22,True,73.316,21.83,29.486,22.0,12.0,15.0,Spanish Grand Prix,2023
VER,Red Bull Racing,0 days 00:01:12.272000,SOFT,2.0,True,5.0,1,0 days 00:00:21.536000,0 days 00:00:29.064000,0 days 00:00:21.672000,False,72.272,21.536,29.064,21.672,1.0,1.0,Spanish Grand Prix,2023
ZHO,Alfa Romeo,0 days 00:01:13.521000,SOFT,4.0,False,5.0,1,0 days 00:00:22.038000,0 days 00:00:29.643000,0 days 00:00:21.840000,False,73.521,22.038,29.643,21.84,9.0,13.0,Spanish Grand Prix,2023
ALB,Williams,0 days 00:01:12.527000,SOFT,2.0,True,5.0,1,0 days 00:00:19.019000,0 days 00:00:34.347000,0 days 00:00:19.161000,False,72.527,19.019,34.347,19.161,14.0,13.0,Monaco Grand Prix,2023
ALO,Aston Martin,0 days 00:01:11.449000,SOFT,2.0,True,6.0,1,0 days 00:00:18.496000,0 days 00:00:33.844000,0 days 00:00:19.109000,False,71.449,18.496,33.844,19.109,2.0,2.0,Monaco Grand Prix,2023
BOT,Alfa Romeo,0 days 00:01:12.625000,SOFT,2.0,True,4.0,1,0 days 00:00:18.914000,0 days 00:00:34.446000,0 days 00:00:19.265000,False,72.625,18.914,34.446,19.265,11.0,15.0,Monaco Grand Prix,2023
DEV,AlphaTauri,0 days 00:01:12.428000,SOFT,2.0,True,5.0,1,0 days 00:00:18.900000,0 days 00:00:34.307000,0 days 00:00:19.221000,False,72.428,18.9,34.307,19.221,12.0,12.0,Monaco Grand Prix,2023
GAS,Alpine,0 days 00:01:11.933000,SOFT,2.0,True,6.0,1,0 days 00:00:18.841000,0 days 00:00:34.003000,0 days 00:00:19.089000,False,71.933,18.841,34.003,19.089,7.0,7.0,Monaco Grand Prix,2023
HAM,Mercedes,0 days 00:01:11.725000,SOFT,5.0,False,8.0,1,0 days 00:00:18.757000,0 days 00:00:33.929000,0 days 00:00:19.039000,False,71.725,18.757,33.929,19.039,4.0,5.0,Monaco Grand Prix,2023
HUL,Haas F1 Team,0 days 00:01:13.279000,SOFT,2.0,True,2.0,1,0 days 00:00:19.108000,0 days 00:00:34.707000,0 days 00:00:19.464000,False,73.279,19.108,34.707,19.464,17.0,18.0,Monaco Grand Prix,2023
LEC,Ferrari,0 days 00:01:11.471000,SOFT,2.0,True,6.0,1,0 days 00:00:18.651000,0 days 00:00:33.870000,0 days 00:00:18.950000,False,71.471,18.651,33.87,18.95,6.0,6.0,Monaco Grand Prix,2023
MAG,Haas F1 Team,0 days 00:01:13.270000,SOFT,2.0,True,2.0,1,0 days 00:00:19.140000,0 days 00:00:34.574000,0 days 00:00:19.556000,False,73.27,19.14,34.574,19.556,19.0,17.0,Monaco Grand Prix,2023
NOR,McLaren,0 days 00:01:12.254000,SOFT,2.0,True,5.0,1,0 days 00:00:18.923000,0 days 00:00:34.258000,0 days 00:00:19.073000,False,72.254,18.923,34.258,19.073,9.0,10.0,Monaco Grand Prix,2023
OCO,Alpine,0 days 00:01:11.553000,SOFT,2.0,True,6.0,1,0 days 00:00:18.728000,0 days 00:00:33.903000,0 days 00:00:18.922000,False,71.553,18.728,33.903,18.922,3.0,3.0,Monaco Grand Prix,2023
PER,Red Bull Racing,0 days 00:01:13.850000,SOFT,2.0,True,1.0,1,0 days 00:00:19.475000,0 days 00:00:34.813000,0 days 00:00:19.562000,False,73.85,19.475,34.813,19.562,16.0,20.0,Monaco Grand Prix,2023
PIA,McLaren,0 days 00:01:12.395000,SOFT,2.0,True,3.0,1,0 days 00:00:18.983000,0 days 00:00:34.302000,0 days 00:00:19.110000,False,72.395,18.983,34.302,19.11,10.0,11.0,Monaco Grand Prix,2023
RUS,Mercedes,0 days 00:01:11.964000,SOFT,3.0,True,6.0,1,0 days 00:00:18.689000,0 days 00:00:34.101000,0 days 00:00:19.174000,False,71.964,18.689,34.101,19.174,5.0,8.0,Monaco Grand Prix,2023
SAI,Ferrari,0 days 00:01:11.630000,SOFT,2.0,True,7.0,1,0 days 00:00:18.839000,0 days 00:00:33.856000,0 days 00:00:18.935000,False,71.63,18.839,33.856,18.935,8.0,4.0,Monaco Grand Prix,2023
SAR,Williams,0 days 00:01:13.113000,SOFT,2.0,True,3.0,1,0 days 00:00:19.073000,0 days 00:00:34.617000,0 days 00:00:19.423000,False,73.113,19.073,34.617,19.423,18.0,16.0,Monaco Grand Prix,2023
STR,Aston Martin,0 days 00:01:12.623000,SOFT,2.0,True,4.0,1,0 days 00:00:18.871000,0 days 00:00:34.172000,0 days 00:00:19.580000,False,72.623,18.871,34.172,19.58,20.0,14.0,Monaco Grand Prix,2023
TSU,AlphaTauri,0 days 00:01:12.082000,SOFT,3.0,True,7.0,1,0 days 00:00:18.746000,0 days 00:00:34.231000,0 days 00:00:19.105000,False,72.082,18.746,34.231,19.105,15.0,9.0,Monaco Grand Prix,2023
VER,Red Bull Racing,0 days 00:01:11.365000,SOFT,2.0,True,6.0,1,0 days 00:00:18.642000,0 days 00:00:33.902000,0 days 00:00:18.821000,False,71.365,18.642,33.902,18.821,1.0,1.0,Monaco Grand Prix,2023
